Product_Name,Category,Manufacture_Date,Expiry_Date,Manufacturer,Stock_Quantity,Sales_Trend,Days_to_Expiry,Discount_Band
Apples,Produce,20/10/2025,09/11/2025,Orchard Gold,187,Medium,19,0%
Fresh Milk,Dairy,15/10/2025,25/10/2025,FarmFresh,154,Medium,4,5%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,200,Medium,2,20%
Frozen Pizza,Frozen,28/09/2025,11/11/2026,QuickMeals,110,High,386,0%
Apples,Produce,05/10/2025,30/10/2025,Orchard Gold,216,Low,9,10%
Cheddar Cheese,Dairy,10/10/2025,09/12/2025,DairyLand,112,Medium,49,5%
Cheddar Cheese,Dairy,05/10/2025,22/11/2025,DairyLand,49,Low,32,0%
Cheddar Cheese,Dairy,24/09/2025,30/11/2025,DairyLand,113,High,40,0%
Frozen Pizza,Frozen,25/01/2025,25/02/2026,QuickMeals,44,Low,127,0%
Frozen Pizza,Frozen,25/06/2025,02/07/2026,QuickMeals,155,Medium,254,0%
Ground Beef,Meat,18/10/2025,23/10/2025,Quality Meats,183,Low,2,20%
Chicken Breast,Meat,16/10/2025,23/10/2025,Quality Meats,245,Low,2,20%
Soda (6-pack),Beverage,19/10/2025,28/03/2026,Bubbly Co.,210,Medium,158,0%
Frozen Pizza,Frozen,16/03/2025,13/04/2026,QuickMeals,165,High,174,0%
Cheddar Cheese,Dairy,12/09/2025,21/11/2025,DairyLand,197,High,31,0%
Frozen Pizza,Frozen,15/12/2024,15/12/2025,QuickMeals,260,Medium,55,0%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,121,High,2,15%
Cheddar Cheese,Dairy,01/10/2025,22/11/2025,DairyLand,108,Low,32,0%
Apples,Produce,12/10/2025,10/11/2025,Orchard Gold,38,Medium,20,0%
Soda (6-pack),Beverage,15/07/2025,22/01/2026,Bubbly Co.,145,High,93,0%
Cheddar Cheese,Dairy,13/10/2025,22/12/2025,DairyLand,280,Medium,62,0%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,146,High,2,20%
Bananas,Produce,19/10/2025,26/10/2025,Tropicana,50,Medium,5,0%
Fresh Milk,Dairy,16/10/2025,25/10/2025,FarmFresh,122,High,4,0%
Apples,Produce,05/10/2025,02/11/2025,Orchard Gold,17,High,12,0%
Chicken Breast,Meat,14/10/2025,22/10/2025,Quality Meats,197,High,1,20%
Yogurt,Dairy,04/10/2025,24/10/2025,DairyLand,144,Medium,3,20%
Bananas,Produce,15/10/2025,22/10/2025,Tropicana,35,High,1,20%
Frozen Pizza,Frozen,27/09/2025,23/08/2026,QuickMeals,207,Medium,306,0%
Soda (6-pack),Beverage,20/07/2025,14/12/2025,Bubbly Co.,264,Medium,54,0%
Cheddar Cheese,Dairy,21/10/2025,12/12/2025,DairyLand,90,Low,52,0%
Chicken Breast,Meat,21/10/2025,27/10/2025,Quality Meats,42,Low,6,15%
Soda (6-pack),Beverage,10/07/2025,01/01/2026,Bubbly Co.,193,Medium,72,0%
Bananas,Produce,16/10/2025,22/10/2025,Tropicana,86,Medium,1,20%
Bananas,Produce,21/10/2025,27/10/2025,Tropicana,212,High,6,10%
Ground Beef,Meat,20/10/2025,25/10/2025,Quality Meats,197,Low,4,15%
Yogurt,Dairy,10/10/2025,30/10/2025,DairyLand,55,Low,9,10%
Chicken Breast,Meat,21/10/2025,26/10/2025,Quality Meats,20,Low,5,15%
Bananas,Produce,18/10/2025,25/10/2025,Tropicana,36,High,4,0%
Yogurt,Dairy,06/10/2025,25/10/2025,DairyLand,275,High,4,10%
Bananas,Produce,21/10/2025,29/10/2025,Tropicana,212,Low,8,10%
Bananas,Produce,13/10/2025,22/10/2025,Tropicana,17,High,1,20%
Cheddar Cheese,Dairy,22/08/2025,28/10/2025,DairyLand,284,High,7,10%
Apples,Produce,20/10/2025,15/11/2025,Orchard Gold,78,Low,25,0%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,281,Medium,2,20%
Fresh Milk,Dairy,16/10/2025,27/10/2025,FarmFresh,166,Low,6,15%
Yogurt,Dairy,14/10/2025,31/10/2025,DairyLand,64,Low,10,0%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,295,High,1,20%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,109,High,3,20%
Apples,Produce,07/10/2025,29/10/2025,Orchard Gold,209,Low,8,10%
Yogurt,Dairy,13/10/2025,02/11/2025,DairyLand,273,Low,12,10%
Apples,Produce,20/10/2025,09/11/2025,Orchard Gold,205,High,19,0%
Fresh Milk,Dairy,16/10/2025,25/10/2025,FarmFresh,240,Medium,4,10%
Bananas,Produce,17/10/2025,23/10/2025,Tropicana,102,Medium,2,20%
Cheddar Cheese,Dairy,26/08/2025,02/11/2025,DairyLand,108,Medium,12,0%
Yogurt,Dairy,17/10/2025,03/11/2025,DairyLand,212,High,13,15%
Soda (6-pack),Beverage,17/07/2025,30/12/2025,Bubbly Co.,53,Medium,70,0%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,278,Low,2,20%
Apples,Produce,11/10/2025,01/11/2025,Orchard Gold,214,Low,11,10%
Bananas,Produce,21/10/2025,29/10/2025,Tropicana,257,Medium,8,10%
Bananas,Produce,19/10/2025,28/10/2025,Tropicana,22,High,7,0%
Bananas,Produce,14/10/2025,22/10/2025,Tropicana,147,High,1,20%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,30,High,4,15%
Apples,Produce,03/10/2025,25/10/2025,Orchard Gold,204,Low,4,15%
Apples,Produce,15/10/2025,08/11/2025,Orchard Gold,244,High,18,0%
Frozen Pizza,Frozen,26/07/2025,21/08/2026,QuickMeals,147,High,304,0%
Bananas,Produce,18/10/2025,26/10/2025,Tropicana,135,Medium,5,0%
Yogurt,Dairy,05/10/2025,28/10/2025,DairyLand,155,High,7,0%
Soda (6-pack),Beverage,13/10/2025,02/04/2026,Bubbly Co.,214,Medium,163,0%
Ground Beef,Meat,19/10/2025,24/10/2025,Quality Meats,276,Low,3,20%
Cheddar Cheese,Dairy,24/08/2025,28/10/2025,DairyLand,281,Low,7,15%
Ground Beef,Meat,21/10/2025,26/10/2025,Quality Meats,238,Low,5,15%
Chicken Breast,Meat,19/10/2025,24/10/2025,Quality Meats,213,Medium,3,20%
Apples,Produce,01/10/2025,30/10/2025,Orchard Gold,123,High,9,0%
Bananas,Produce,15/10/2025,23/10/2025,Tropicana,36,High,2,20%
Apples,Produce,01/10/2025,24/10/2025,Orchard Gold,61,Low,3,20%
Yogurt,Dairy,08/10/2025,24/10/2025,DairyLand,225,High,3,20%
Chicken Breast,Meat,17/10/2025,25/10/2025,Quality Meats,223,Low,4,15%
Chicken Breast,Meat,17/10/2025,23/10/2025,Quality Meats,125,Medium,2,20%
Soda (6-pack),Beverage,05/10/2025,06/05/2026,Bubbly Co.,203,Low,197,0%
Soda (6-pack),Beverage,29/06/2025,26/11/2025,Bubbly Co.,280,Medium,36,0%
Apples,Produce,07/10/2025,31/10/2025,Orchard Gold,153,High,10,0%
Bananas,Produce,20/10/2025,28/10/2025,Tropicana,186,Low,7,15%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,216,Low,3,20%
Frozen Pizza,Frozen,26/04/2025,13/02/2026,QuickMeals,218,Low,115,0%
Fresh Milk,Dairy,17/10/2025,26/10/2025,FarmFresh,192,Low,5,15%
Bananas,Produce,16/10/2025,23/10/2025,Tropicana,248,Medium,2,20%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,187,High,2,20%
Fresh Milk,Dairy,15/10/2025,24/10/2025,FarmFresh,48,Low,3,20%
Apples,Produce,16/10/2025,13/11/2025,Orchard Gold,95,Low,23,0%
Fresh Milk,Dairy,21/10/2025,04/11/2025,FarmFresh,16,High,14,0%
Yogurt,Dairy,09/10/2025,01/11/2025,DairyLand,279,Medium,11,10%
Bananas,Produce,15/10/2025,24/10/2025,Tropicana,87,Low,3,20%
Yogurt,Dairy,03/10/2025,25/10/2025,DairyLand,284,High,4,10%
Fresh Milk,Dairy,15/10/2025,29/10/2025,FarmFresh,184,Medium,8,5%
Fresh Milk,Dairy,15/10/2025,27/10/2025,FarmFresh,272,Medium,6,10%
Cheddar Cheese,Dairy,01/09/2025,24/10/2025,DairyLand,219,High,3,20%
Soda (6-pack),Beverage,05/07/2025,17/12/2025,Bubbly Co.,10,High,57,0%
Cheddar Cheese,Dairy,02/09/2025,24/10/2025,DairyLand,178,High,3,20%
Chicken Breast,Meat,20/10/2025,27/10/2025,Quality Meats,137,Low,6,15%
Frozen Pizza,Frozen,10/07/2025,28/04/2026,QuickMeals,25,Medium,189,0%
Yogurt,Dairy,10/10/2025,30/10/2025,DairyLand,204,Medium,9,10%
Yogurt,Dairy,15/10/2025,06/11/2025,DairyLand,186,High,16,0%
Baguette,Bakery,19/10/2025,22/10/2025,DailyBread,35,Low,1,20%
Bananas,Produce,17/10/2025,24/10/2025,Tropicana,38,Medium,3,20%
Bananas,Produce,19/10/2025,27/10/2025,Tropicana,212,Medium,6,10%
Yogurt,Dairy,16/10/2025,03/11/2025,DairyLand,93,Low,13,10%
Cheddar Cheese,Dairy,25/09/2025,24/11/2025,DairyLand,100,Low,34,0%
Fresh Milk,Dairy,14/10/2025,25/10/2025,FarmFresh,243,High,4,10%
Soda (6-pack),Beverage,06/07/2025,19/01/2026,Bubbly Co.,172,Medium,90,0%
Apples,Produce,30/09/2025,28/10/2025,Orchard Gold,142,High,7,0%
Apples,Produce,02/10/2025,23/10/2025,Orchard Gold,127,Low,2,20%
Apples,Produce,06/10/2025,27/10/2025,Orchard Gold,278,High,6,10%
Cheddar Cheese,Dairy,10/10/2025,27/11/2025,DairyLand,284,Medium,37,0%
Soda (6-pack),Beverage,10/08/2025,11/02/2026,Bubbly Co.,238,Low,113,0%
Frozen Pizza,Frozen,13/05/2025,05/05/2026,QuickMeals,58,Medium,196,0%
Frozen Pizza,Frozen,03/10/2024,26/11/2025,QuickMeals,70,High,36,0%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,244,Medium,3,20%
Baguette,Bakery,19/10/2025,22/10/2025,DailyBread,54,High,1,20%
Chicken Breast,Meat,20/10/2025,26/10/2025,Quality Meats,138,High,5,15%
Frozen Pizza,Frozen,07/07/2025,25/08/2026,QuickMeals,287,Low,308,0%
Ground Beef,Meat,18/10/2025,22/10/2025,Quality Meats,115,High,1,20%
Apples,Produce,18/10/2025,11/11/2025,Orchard Gold,265,High,21,0%
Fresh Milk,Dairy,11/10/2025,23/10/2025,FarmFresh,40,High,2,20%
Fresh Milk,Dairy,13/10/2025,26/10/2025,FarmFresh,223,Low,5,15%
Frozen Pizza,Frozen,13/10/2024,18/11/2025,QuickMeals,14,High,28,0%
Fresh Milk,Dairy,20/10/2025,31/10/2025,FarmFresh,19,Low,10,10%
Cheddar Cheese,Dairy,25/09/2025,04/12/2025,DairyLand,75,Medium,44,0%
Yogurt,Dairy,18/10/2025,06/11/2025,DairyLand,148,Medium,16,0%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,98,Low,3,20%
Cheddar Cheese,Dairy,22/08/2025,22/10/2025,DairyLand,164,High,1,20%
Cheddar Cheese,Dairy,28/08/2025,23/10/2025,DairyLand,198,Low,2,20%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,165,Medium,3,20%
Frozen Pizza,Frozen,09/06/2025,26/06/2026,QuickMeals,187,High,248,0%
Cheddar Cheese,Dairy,15/08/2025,22/10/2025,DairyLand,37,Low,1,20%
Bananas,Produce,20/10/2025,27/10/2025,Tropicana,156,Medium,6,0%
Apples,Produce,21/10/2025,15/11/2025,Orchard Gold,175,High,25,0%
Yogurt,Dairy,19/10/2025,09/11/2025,DairyLand,40,Low,19,0%
Chicken Breast,Meat,19/10/2025,26/10/2025,Quality Meats,186,Medium,5,15%
Ground Beef,Meat,19/10/2025,23/10/2025,Quality Meats,157,High,2,20%
Apples,Produce,17/10/2025,06/11/2025,Orchard Gold,265,High,16,0%
Fresh Milk,Dairy,18/10/2025,27/10/2025,FarmFresh,32,Low,6,15%
Bananas,Produce,15/10/2025,22/10/2025,Tropicana,85,Medium,1,20%
Apples,Produce,15/10/2025,06/11/2025,Orchard Gold,255,Medium,16,0%
Yogurt,Dairy,18/10/2025,10/11/2025,DairyLand,68,Medium,20,0%
Chicken Breast,Meat,20/10/2025,26/10/2025,Quality Meats,198,Medium,5,15%
Apples,Produce,10/10/2025,04/11/2025,Orchard Gold,34,Medium,14,0%
Chicken Breast,Meat,17/10/2025,23/10/2025,Quality Meats,198,Medium,2,0%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,258,Low,1,20%
Frozen Pizza,Frozen,22/01/2025,20/01/2026,QuickMeals,44,High,91,0%
Cheddar Cheese,Dairy,12/09/2025,01/11/2025,DairyLand,296,Low,11,10%
Soda (6-pack),Beverage,31/07/2025,24/12/2025,Bubbly Co.,63,Medium,64,0%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,86,High,2,20%
Cheddar Cheese,Dairy,22/08/2025,28/10/2025,DairyLand,121,Medium,7,5%
Fresh Milk,Dairy,10/10/2025,23/10/2025,FarmFresh,197,Low,2,20%
Cheddar Cheese,Dairy,01/10/2025,20/11/2025,DairyLand,39,High,30,0%
Fresh Milk,Dairy,19/10/2025,31/10/2025,FarmFresh,12,Medium,10,5%
Apples,Produce,12/10/2025,06/11/2025,Orchard Gold,105,Low,16,0%
Soda (6-pack),Beverage,03/06/2025,26/12/2025,Bubbly Co.,197,Medium,66,0%
Chicken Breast,Meat,21/10/2025,26/10/2025,Quality Meats,99,High,5,15%
Chicken Breast,Meat,20/10/2025,26/10/2025,Quality Meats,238,Low,5,15%
Soda (6-pack),Beverage,12/10/2025,13/04/2026,Bubbly Co.,15,High,174,0%
Frozen Pizza,Frozen,07/11/2024,02/11/2025,QuickMeals,221,Low,12,10%
Bananas,Produce,19/10/2025,26/10/2025,Tropicana,255,High,5,10%
Ground Beef,Meat,19/10/2025,23/10/2025,Quality Meats,191,Low,2,20%
Fresh Milk,Dairy,17/10/2025,26/10/2025,FarmFresh,167,Medium,5,5%
Frozen Pizza,Frozen,05/10/2024,04/12/2025,QuickMeals,256,High,44,0%
Yogurt,Dairy,12/10/2025,01/11/2025,DairyLand,61,High,11,0%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,94,Low,4,15%
Ground Beef,Meat,21/10/2025,26/10/2025,Quality Meats,276,Medium,5,15%
Cheddar Cheese,Dairy,04/10/2025,08/12/2025,DairyLand,272,High,48,0%
Baguette,Bakery,19/10/2025,22/10/2025,DailyBread,274,Low,1,20%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,244,Medium,1,20%
Soda (6-pack),Beverage,21/08/2025,14/01/2026,Bubbly Co.,142,High,85,0%
Bananas,Produce,20/10/2025,26/10/2025,Tropicana,213,Low,5,15%
Frozen Pizza,Frozen,10/03/2025,03/02/2026,QuickMeals,256,High,105,0%
Cheddar Cheese,Dairy,26/08/2025,29/10/2025,DairyLand,211,Medium,8,10%
Cheddar Cheese,Dairy,12/10/2025,30/11/2025,DairyLand,206,High,40,0%
Ground Beef,Meat,18/10/2025,22/10/2025,Quality Meats,59,High,1,20%
Chicken Breast,Meat,16/10/2025,22/10/2025,Quality Meats,17,Low,1,20%
Frozen Pizza,Frozen,13/03/2025,03/02/2026,QuickMeals,189,High,105,0%
Bananas,Produce,18/10/2025,24/10/2025,Tropicana,166,Low,3,20%
Chicken Breast,Meat,18/10/2025,23/10/2025,Quality Meats,213,High,2,20%
Ground Beef,Meat,19/10/2025,23/10/2025,Quality Meats,62,Medium,2,20%
Fresh Milk,Dairy,13/10/2025,25/10/2025,FarmFresh,131,High,4,0%
Frozen Pizza,Frozen,01/05/2025,17/05/2026,QuickMeals,292,Low,208,0%
Apples,Produce,21/10/2025,13/11/2025,Orchard Gold,103,High,23,0%
Apples,Produce,11/10/2025,07/11/2025,Orchard Gold,186,High,17,0%
Chicken Breast,Meat,21/10/2025,27/10/2025,Quality Meats,164,High,6,15%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,284,High,1,20%
Soda (6-pack),Beverage,05/08/2025,28/02/2026,Bubbly Co.,213,High,130,0%
Bananas,Produce,16/10/2025,24/10/2025,Tropicana,286,Low,3,20%
Fresh Milk,Dairy,20/10/2025,29/10/2025,FarmFresh,80,Medium,8,5%
Frozen Pizza,Frozen,03/09/2025,09/10/2026,QuickMeals,198,Medium,353,0%
Ground Beef,Meat,19/10/2025,24/10/2025,Quality Meats,254,Low,3,20%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,137,Low,4,15%
Apples,Produce,18/10/2025,08/11/2025,Orchard Gold,260,Low,18,5%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,147,Low,3,20%
Chicken Breast,Meat,20/10/2025,26/10/2025,Quality Meats,237,Low,5,15%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,170,High,1,20%
Frozen Pizza,Frozen,18/10/2025,04/11/2026,QuickMeals,118,Medium,379,0%
Ground Beef,Meat,17/10/2025,22/10/2025,Quality Meats,40,Low,1,20%
Frozen Pizza,Frozen,15/12/2024,12/11/2025,QuickMeals,65,Low,22,0%
Soda (6-pack),Beverage,22/06/2025,08/12/2025,Bubbly Co.,58,Low,48,0%
Baguette,Bakery,19/10/2025,22/10/2025,DailyBread,121,High,1,20%
Bananas,Produce,21/10/2025,28/10/2025,Tropicana,206,High,7,10%
Yogurt,Dairy,06/10/2025,23/10/2025,DairyLand,155,Medium,2,20%
Frozen Pizza,Frozen,02/11/2024,20/12/2025,QuickMeals,288,Medium,60,0%
Ground Beef,Meat,20/10/2025,25/10/2025,Quality Meats,32,Medium,4,15%
Apples,Produce,15/10/2025,13/11/2025,Orchard Gold,79,Low,23,0%
Cheddar Cheese,Dairy,07/09/2025,10/11/2025,DairyLand,231,High,20,0%
Bananas,Produce,20/10/2025,27/10/2025,Tropicana,31,High,6,10%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,182,Medium,4,15%
Fresh Milk,Dairy,17/10/2025,27/10/2025,FarmFresh,88,High,6,0%
Fresh Milk,Dairy,15/10/2025,27/10/2025,FarmFresh,98,High,6,5%
Bananas,Produce,19/10/2025,28/10/2025,Tropicana,280,Medium,7,10%
Frozen Pizza,Frozen,10/03/2025,23/04/2026,QuickMeals,293,High,184,20%
Fresh Milk,Dairy,17/10/2025,30/10/2025,FarmFresh,230,High,9,10%
Cheddar Cheese,Dairy,11/09/2025,17/11/2025,DairyLand,53,Low,27,0%
Bananas,Produce,21/10/2025,28/10/2025,Tropicana,247,High,7,10%
Frozen Pizza,Frozen,17/01/2025,02/12/2025,QuickMeals,299,Medium,42,0%
Frozen Pizza,Frozen,28/09/2025,03/12/2026,QuickMeals,240,Low,408,0%
Cheddar Cheese,Dairy,18/08/2025,23/10/2025,DairyLand,20,Medium,2,20%
Baguette,Bakery,20/10/2025,23/10/2025,DailyBread,270,Medium,2,20%
Yogurt,Dairy,14/10/2025,05/11/2025,DairyLand,230,Medium,15,0%
Yogurt,Dairy,13/10/2025,31/10/2025,DairyLand,279,High,10,10%
Chicken Breast,Meat,16/10/2025,22/10/2025,Quality Meats,172,Low,1,20%
Bananas,Produce,20/10/2025,28/10/2025,Tropicana,228,Low,7,15%
Ground Beef,Meat,18/10/2025,22/10/2025,Quality Meats,77,Low,1,20%
Soda (6-pack),Beverage,09/08/2025,02/03/2026,Bubbly Co.,69,Medium,132,0%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,141,Low,1,20%
Apples,Produce,12/10/2025,09/11/2025,Orchard Gold,31,High,19,15%
Fresh Milk,Dairy,18/10/2025,27/10/2025,FarmFresh,115,Medium,6,5%
Chicken Breast,Meat,21/10/2025,27/10/2025,Quality Meats,49,Low,6,0%
Chicken Breast,Meat,17/10/2025,23/10/2025,Quality Meats,78,Medium,2,10%
Yogurt,Dairy,11/10/2025,02/11/2025,DairyLand,276,Medium,12,10%
Ground Beef,Meat,18/10/2025,23/10/2025,Quality Meats,283,Medium,2,20%
Bananas,Produce,18/10/2025,26/10/2025,Tropicana,298,High,5,10%
Bananas,Produce,15/10/2025,22/10/2025,Tropicana,192,High,1,20%
Apples,Produce,02/10/2025,22/10/2025,Orchard Gold,143,Medium,1,20%
Apples,Produce,03/10/2025,30/10/2025,Orchard Gold,172,Low,9,10%
Apples,Produce,08/10/2025,29/10/2025,Orchard Gold,70,Low,8,10%
Ground Beef,Meat,21/10/2025,26/10/2025,Quality Meats,260,High,5,15%
Apples,Produce,30/09/2025,27/10/2025,Orchard Gold,15,Medium,6,0%
Chicken Breast,Meat,17/10/2025,22/10/2025,Quality Meats,13,Medium,1,5%
Soda (6-pack),Beverage,14/07/2025,19/01/2026,Bubbly Co.,216,Low,90,0%
Soda (6-pack),Beverage,30/08/2025,12/03/2026,Bubbly Co.,28,Medium,142,0%
Frozen Pizza,Frozen,06/03/2025,23/01/2026,QuickMeals,234,High,94,0%
Soda (6-pack),Beverage,26/09/2025,10/03/2026,Bubbly Co.,125,Medium,140,0%
Apples,Produce,04/10/2025,31/10/2025,Orchard Gold,90,Low,10,10%
Frozen Pizza,Frozen,31/03/2025,08/03/2026,QuickMeals,112,Low,138,0%
Yogurt,Dairy,15/10/2025,02/11/2025,DairyLand,150,Low,12,10%
Yogurt,Dairy,01/10/2025,22/10/2025,DairyLand,123,Low,1,20%
Cheddar Cheese,Dairy,03/09/2025,08/11/2025,DairyLand,263,High,18,0%
Yogurt,Dairy,11/10/2025,01/11/2025,DairyLand,70,Medium,11,0%
Chicken Breast,Meat,16/10/2025,23/10/2025,Quality Meats,98,High,2,20%
Bananas,Produce,15/10/2025,22/10/2025,Tropicana,114,Medium,1,20%
Soda (6-pack),Beverage,11/10/2025,05/05/2026,Bubbly Co.,35,Low,196,0%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,47,Medium,3,20%
Frozen Pizza,Frozen,11/08/2025,14/07/2026,QuickMeals,200,High,266,0%
Bananas,Produce,18/10/2025,24/10/2025,Tropicana,40,Medium,3,20%
Apples,Produce,03/10/2025,25/10/2025,Orchard Gold,27,Medium,4,0%
Frozen Pizza,Frozen,13/09/2025,19/11/2026,QuickMeals,247,Low,394,0%
Yogurt,Dairy,08/10/2025,29/10/2025,DairyLand,260,Medium,8,10%
Cheddar Cheese,Dairy,09/09/2025,19/11/2025,DairyLand,16,High,29,0%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,119,Medium,1,20%
Frozen Pizza,Frozen,12/12/2024,01/02/2026,QuickMeals,164,Medium,103,0%
Frozen Pizza,Frozen,04/02/2025,27/11/2025,QuickMeals,150,High,37,0%
Yogurt,Dairy,11/10/2025,02/11/2025,DairyLand,198,Low,12,10%
Apples,Produce,19/10/2025,12/11/2025,Orchard Gold,143,High,22,0%
Cheddar Cheese,Dairy,26/09/2025,13/11/2025,DairyLand,60,Medium,23,0%
Bananas,Produce,16/10/2025,24/10/2025,Tropicana,252,Low,3,20%
Frozen Pizza,Frozen,30/04/2025,03/07/2026,QuickMeals,77,High,255,0%
Bananas,Produce,18/10/2025,26/10/2025,Tropicana,281,High,5,10%
Bananas,Produce,16/10/2025,23/10/2025,Tropicana,124,Low,2,20%
Yogurt,Dairy,03/10/2025,26/10/2025,DairyLand,50,High,5,0%
Soda (6-pack),Beverage,15/06/2025,31/12/2025,Bubbly Co.,21,High,71,0%
Frozen Pizza,Frozen,14/02/2025,10/03/2026,QuickMeals,77,Low,140,0%
Apples,Produce,21/10/2025,15/11/2025,Orchard Gold,98,High,25,0%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,98,Medium,1,20%
Apples,Produce,18/10/2025,15/11/2025,Orchard Gold,129,Low,25,0%
Ground Beef,Meat,19/10/2025,23/10/2025,Quality Meats,85,High,2,20%
Yogurt,Dairy,14/10/2025,02/11/2025,DairyLand,79,Medium,12,0%
Soda (6-pack),Beverage,03/07/2025,30/11/2025,Bubbly Co.,175,High,40,0%
Yogurt,Dairy,07/10/2025,23/10/2025,DairyLand,127,High,2,20%
Frozen Pizza,Frozen,09/02/2025,16/02/2026,QuickMeals,237,Low,118,0%
Fresh Milk,Dairy,20/10/2025,29/10/2025,FarmFresh,144,Low,8,10%
Yogurt,Dairy,29/09/2025,22/10/2025,DairyLand,42,Low,1,20%
Chicken Breast,Meat,15/10/2025,22/10/2025,Quality Meats,80,Medium,1,20%
Ground Beef,Meat,21/10/2025,26/10/2025,Quality Meats,40,Medium,5,15%
Frozen Pizza,Frozen,03/10/2025,20/10/2026,QuickMeals,18,High,364,0%
Chicken Breast,Meat,18/10/2025,26/10/2025,Quality Meats,272,High,5,15%
Fresh Milk,Dairy,20/10/2025,02/11/2025,FarmFresh,40,Low,12,10%
Yogurt,Dairy,04/10/2025,22/10/2025,DairyLand,277,High,1,20%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,219,Low,1,20%
Baguette,Bakery,21/10/2025,24/10/2025,DailyBread,181,Low,3,20%
Fresh Milk,Dairy,19/10/2025,01/11/2025,FarmFresh,146,Low,11,10%
Frozen Pizza,Frozen,16/10/2024,03/12/2025,QuickMeals,244,Medium,43,0%
Frozen Pizza,Frozen,01/01/2025,07/03/2026,QuickMeals,32,Medium,137,0%
Frozen Pizza,Frozen,08/07/2025,23/05/2026,QuickMeals,24,High,214,0%
Cheddar Cheese,Dairy,08/09/2025,30/10/2025,DairyLand,82,Low,9,10%
Apples,Produce,08/10/2025,04/11/2025,Orchard Gold,108,High,14,0%
Baguette,Bakery,20/10/2025,22/10/2025,DailyBread,297,Low,1,20%
Cheddar Cheese,Dairy,08/10/2025,28/11/2025,DairyLand,54,High,38,0%
Chicken Breast,Meat,15/10/2025,22/10/2025,Quality Meats,33,High,1,20%
Baguette,Bakery,21/10/2025,23/10/2025,DailyBread,117,High,2,20%
Chicken Breast,Meat,18/10/2025,23/10/2025,Quality Meats,162,High,2,20%
Ground Beef,Meat,18/10/2025,22/10/2025,Quality Meats,292,Low,1,20%
Yogurt,Dairy,07/10/2025,27/10/2025,DairyLand,200,Medium,6,5%
Bananas,Produce,17/10/2025,24/10/2025,Tropicana,157,Medium,3,20%
Frozen Pizza,Frozen,14/06/2025,11/05/2026,QuickMeals,95,Low,202,20%
Apples,Produce,18/10/2025,08/11/2025,Orchard Gold,36,Low,18,0%
Ground Beef,Meat,18/10/2025,23/10/2025,Quality Meats,115,Medium,2,20%
Cheddar Cheese,Dairy,13/09/2025,21/11/2025,DairyLand,216,Medium,31,0%
Ground Beef,Meat,20/10/2025,24/10/2025,Quality Meats,213,Low,3,20%
Bananas,Produce,19/10/2025,25/10/2025,Tropicana,78,Low,4,15%
Bananas,Produce,14/10/2025,23/10/2025,Tropicana,272,Medium,2,20%
Frozen Pizza,Frozen,09/07/2025,27/06/2026,QuickMeals,273,Low,249,0%
Apples,Produce,07/10/2025,28/10/2025,Orchard Gold,207,High,7,10%
Chicken Breast,Meat,21/10/2025,28/10/2025,Quality Meats,225,Medium,7,15%
Yogurt,Dairy,05/10/2025,22/10/2025,DairyLand,173,Medium,1,20%
Cheddar Cheese,Dairy,02/09/2025,27/10/2025,DairyLand,276,Medium,6,10%
Ground Beef,Meat,21/10/2025,25/10/2025,Quality Meats,176,High,4,15%
Soda (6-pack),Beverage,17/06/2025,08/01/2026,Bubbly Co.,273,Low,79,0%
Cheddar Cheese,Dairy,24/08/2025,23/10/2025,DairyLand,73,Medium,2,20%
Bananas,Produce,18/10/2025,26/10/2025,Tropicana,196,High,5,0%
Apples,Produce,02/10/2025,22/10/2025,Orchard Gold,190,Medium,1,20%
Frozen Pizza,Frozen,05/09/2025,24/08/2026,QuickMeals,189,Low,307,0%
